timestamp,scenario,quality,hot_blast_temperature_c,hot_blast_flow_nm3_min,blast_pressure_bar,differential_pressure_bar,pci_rate_kg_thm,oxygen_enrichment_pct,top_gas_temperature_c,top_gas_co_pct,top_gas_co2_pct,stockline_m,cooling_water_delta_t_c,hot_metal_temperature_c,hot_metal_silicon_pct,gas_utilisation,permeability_index,advisory_state
2026-06-01 01:09:00,stable,GOOD,1180.1,4178.01,3.94,1.381,159.18,3.039,139.7,23.599,20.204,1.933,7.616,1490.49,0.533,0.4612,0.3506,STABLE
2026-06-01 01:10:00,stable,GOOD,1164.18,4208.42,3.924,1.361,156.73,3.041,136.97,23.574,19.903,1.898,7.498,1491.99,0.544,0.4578,0.3468,STABLE
2026-06-01 01:11:00,stable,GOOD,1166.68,4202.11,3.936,1.355,162.07,3.05,137.54,23.595,20.043,1.898,7.656,1492.59,0.53,0.4593,0.3444,STABLE
2026-06-01 01:12:00,stable,GOOD,1169.79,4222.68,3.942,1.395,157.93,3.039,135.15,23.727,19.986,1.903,7.59,1492.96,0.571,0.4572,0.3538,STABLE
2026-06-01 01:13:00,stable,GOOD,1171.81,4213.99,3.917,1.393,159.51,3.022,136.33,23.513,20.185,1.934,7.414,1491.55,0.513,0.4619,0.3556,STABLE
2026-06-01 01:14:00,stable,GOOD,1167.64,4207.4,3.925,1.374,158.72,3.03,140.22,23.76,20.043,1.868,7.567,1490.1,0.546,0.4576,0.3501,STABLE
2026-06-01 01:15:00,stable,GOOD,1168.34,4165.26,3.948,1.379,158.99,3.017,138.13,23.758,20.042,1.935,7.492,1489.36,0.524,0.4576,0.3492,STABLE
2026-06-01 01:16:00,stable,GOOD,1175.36,4174.17,3.947,1.346,158.38,3.028,136.94,23.913,20.163,1.88,7.726,1491.68,0.539,0.4575,0.3409,STABLE
2026-06-01 01:17:00,stable,GOOD,1168.93,4209.63,3.937,1.372,160.6,3.032,136.49,23.773,20.213,1.925,7.565,1492.16,0.525,0.4595,0.3485,STABLE
2026-06-01 01:18:00,stable,GOOD,1169.83,4202.99,3.941,1.395,157.93,3.04,139.1,23.647,20.06,1.941,7.9,1492.36,0.571,0.459,0.3539,STABLE
2026-06-01 01:19:00,stable,GOOD,1168.56,4243.88,3.907,1.381,158.06,3.092,135.81,23.632,20.185,1.883,7.636,1487.62,0.54,0.4607,0.3536,STABLE
2026-06-01 01:20:00,stable,GOOD,1173.0,4197.65,3.93,1.381,158.63,3.071,137.4,23.47,20.152,1.951,7.487,1489.94,0.542,0.462,0.3513,STABLE
2026-06-01 01:21:00,stable,GOOD,1170.26,4190.43,3.934,1.366,160.59,3.074,139.7,23.671,19.833,1.917,7.579,1490.05,0.534,0.4559,0.3472,STABLE
2026-06-01 01:22:00,stable,GOOD,1177.89,4210.8,3.912,1.371,158.87,3.062,138.34,23.937,20.017,1.93,7.602,1489.4,0.552,0.4554,0.3505,STABLE
2026-06-01 01:23:00,stable,GOOD,1172.22,4230.42,3.961,1.397,159.6,3.09,137.74,23.566,20.161,1.955,7.738,1488.71,0.525,0.4611,0.3528,STABLE
2026-06-01 01:24:00,stable,GOOD,1176.02,4205.07,3.928,1.371,158.53,3.015,138.42,23.552,20.058,1.916,7.641,1491.9,0.524,0.4599,0.349,STABLE
2026-06-01 01:25:00,stable,GOOD,1174.61,4197.31,3.942,1.401,159.37,3.091,137.42,23.621,20.186,1.909,7.668,1491.56,0.531,0.4608,0.3554,STABLE
2026-06-01 01:26:00,stable,GOOD,1171.97,4194.74,3.923,1.385,158.45,3.056,138.37,23.651,19.94,1.981,7.764,1490.25,0.556,0.4574,0.3531,STABLE
2026-06-01 01:27:00,stable,GOOD,1171.39,4204.79,3.888,1.363,159.38,3.059,137.94,23.706,19.995,1.939,7.728,1489.9,0.534,0.4575,0.3506,STABLE
2026-06-01 01:28:00,stable,GOOD,1171.96,4189.49,3.969,1.403,156.93,3.058,134.27,23.976,19.872,1.904,7.668,1492.66,0.558,0.4532,0.3534,STABLE
2026-06-01 01:29:00,stable,GOOD,1175.21,4226.31,3.929,1.343,159.98,3.076,136.54,23.512,20.144,1.909,7.537,1488.92,0.516,0.4614,0.3418,STABLE
2026-06-01 01:30:00,stable,GOOD,1174.48,4210.3,3.946,1.372,160.94,3.038,139.72,23.537,20.114,1.921,7.692,1490.83,0.543,0.4608,0.3478,STABLE
2026-06-01 01:31:00,stable,GOOD,1172.56,4184.97,3.914,1.388,159.72,3.007,137.58,23.626,19.873,1.935,7.553,1490.69,0.54,0.4569,0.3547,STABLE
2026-06-01 01:32:00,stable,GOOD,1175.16,4215.67,3.928,1.362,156.51,3.054,136.8,23.911,20.052,1.928,7.835,1492.48,0.557,0.4561,0.3469,STABLE
2026-06-01 01:33:00,stable,GOOD,1169.77,4215.17,3.936,1.37,157.67,3.049,136.74,23.747,20.048,1.878,7.761,1491.27,0.537,0.4578,0.348,STABLE
2026-06-01 01:34:00,stable,GOOD,1174.57,4191.22,3.942,1.355,159.07,3.069,138.14,23.562,20.002,1.986,7.565,1490.69,0.539,0.4591,0.3437,STABLE
2026-06-01 01:35:00,stable,GOOD,1174.72,4224.41,3.958,1.397,158.96,3.064,135.37,23.582,19.956,1.904,7.815,1488.57,0.546,0.4584,0.3528,STABLE
2026-06-01 01:36:00,stable,GOOD,1171.78,4233.27,3.944,1.384,156.98,3.067,136.5,23.651,20.023,1.915,7.839,1491.3,0.554,0.4585,0.3511,STABLE
2026-06-01 01:37:00,stable,GOOD,1172.65,4224.56,3.926,1.369,156.42,3.09,139.24,23.724,19.95,1.938,7.651,1486.48,0.53,0.4568,0.3487,STABLE
2026-06-01 01:38:00,stable,GOOD,1175.9,4188.27,3.917,1.375,157.34,3.069,140.43,23.561,19.822,1.986,7.768,1491.34,0.524,0.4569,0.3511,STABLE
2026-06-01 01:39:00,stable,GOOD,1172.34,4220.88,3.947,1.386,158.36,3.04,136.64,23.628,20.01,1.913,7.775,1494.09,0.552,0.4585,0.351,STABLE
2026-06-01 01:40:00,stable,GOOD,1174.92,4223.52,3.938,1.407,160.17,3.064,136.13,23.654,20.12,1.906,7.818,1489.27,0.543,0.4596,0.3574,STABLE
2026-06-01 01:41:00,stable,GOOD,1171.89,4191.95,3.926,1.398,158.21,3.056,139.33,23.752,19.877,1.836,7.783,1490.52,0.551,0.4556,0.356,STABLE
2026-06-01 01:42:00,stable,GOOD,1168.77,4205.35,3.94,1.394,158.82,3.097,138.49,23.58,19.774,1.839,7.689,1490.94,0.524,0.4561,0.3538,STABLE
2026-06-01 01:43:00,stable,GOOD,1172.04,4219.38,3.935,1.376,159.14,3.084,136.04,23.833,19.971,1.876,7.495,1488.59,0.553,0.4559,0.3496,STABLE
2026-06-01 01:44:00,stable,GOOD,1176.0,4214.78,3.973,1.418,159.73,3.105,137.96,23.609,20.178,1.955,7.576,1488.47,0.534,0.4608,0.3568,STABLE
2026-06-01 01:45:00,stable,GOOD,1175.62,4215.3,3.952,1.396,157.79,3.066,137.6,23.687,19.892,1.875,7.583,1491.09,0.529,0.4565,0.3532,STABLE
2026-06-01 01:46:00,stable,GOOD,1171.86,4168.65,3.919,1.376,159.69,3.024,135.75,24.113,19.99,1.951,7.824,1488.46,0.556,0.4533,0.3512,STABLE
2026-06-01 01:47:00,stable,GOOD,1170.53,4177.64,3.935,1.397,161.17,3.039,140.03,23.375,19.956,1.901,7.414,1493.74,0.545,0.4605,0.3551,STABLE
2026-06-01 01:48:00,stable,GOOD,1171.78,4221.35,3.945,1.404,159.21,3.045,137.59,23.505,19.939,1.905,7.537,1490.86,0.56,0.459,0.356,STABLE
2026-06-01 01:49:00,stable,GOOD,1171.82,4216.3,3.924,1.37,159.01,3.09,138.2,23.757,20.027,1.918,7.557,1489.47,0.54,0.4574,0.3492,STABLE
2026-06-01 01:50:00,stable,GOOD,1176.08,4223.83,3.946,1.361,156.94,3.096,139.95,23.57,20.357,1.848,7.639,1490.14,0.55,0.4634,0.3449,STABLE
2026-06-01 01:51:00,stable,GOOD,1169.82,4223.45,3.933,1.423,157.93,3.092,135.45,23.458,19.992,1.899,7.763,1492.34,0.54,0.4601,0.3619,STABLE
2026-06-01 01:52:00,stable,GOOD,1170.0,4249.98,3.93,1.356,158.29,3.035,137.83,23.755,19.992,1.947,7.729,1492.23,0.542,0.457,0.3451,STABLE
2026-06-01 01:53:00,stable,GOOD,1173.46,4207.91,3.907,1.413,158.79,3.073,138.73,23.699,20.032,1.907,7.684,1492.43,0.53,0.4581,0.3617,STABLE
2026-06-01 01:54:00,stable,GOOD,1168.51,4171.22,3.911,1.394,159.67,3.024,137.21,23.683,20.202,1.935,7.881,1490.06,0.53,0.4603,0.3564,STABLE
2026-06-01 01:55:00,stable,GOOD,1167.69,4189.46,3.916,1.362,159.7,3.068,138.42,23.357,20.231,1.941,7.707,1491.44,0.561,0.4641,0.3477,STABLE
2026-06-01 01:56:00,stable,GOOD,1168.84,4220.43,3.93,1.381,159.15,3.079,141.94,23.653,20.04,1.914,7.659,1491.05,0.52,0.4587,0.3515,STABLE
2026-06-01 01:57:00,stable,GOOD,1174.49,4194.67,3.919,1.414,156.88,3.065,136.84,23.67,19.911,1.848,7.759,1492.65,0.542,0.4569,0.3608,STABLE
2026-06-01 01:58:00,stable,GOOD,1174.48,4267.85,3.949,1.4,158.13,3.103,138.95,23.485,19.925,1.935,7.779,1491.92,0.528,0.459,0.3544,STABLE
2026-06-01 01:59:00,stable,GOOD,1177.13,4226.97,3.956,1.384,157.07,3.097,136.02,23.539,19.868,1.889,7.672,1488.01,0.529,0.4577,0.3499,STABLE
2026-06-01 02:00:00,stable,GOOD,1175.58,4222.22,3.934,1.395,157.83,3.047,139.85,23.903,19.856,1.852,7.672,1488.27,0.538,0.4538,0.3547,STABLE
2026-06-01 02:01:00,stable,GOOD,1169.21,4222.43,3.941,1.384,157.37,3.055,141.67,23.404,20.209,1.881,7.957,1494.67,0.538,0.4634,0.3513,STABLE
2026-06-01 02:02:00,stable,GOOD,1177.34,4236.04,3.928,1.37,157.9,3.07,139.38,23.632,20.147,1.874,7.584,1489.58,0.522,0.4602,0.3487,STABLE
2026-06-01 02:03:00,stable,GOOD,1170.79,4186.06,3.917,1.41,159.59,3.041,140.46,23.382,20.076,1.894,7.65,1490.28,0.528,0.462,0.3601,STABLE
2026-06-01 02:04:00,stable,GOOD,1174.9,4239.28,3.949,1.381,160.3,3.063,136.86,23.575,20.114,1.892,7.725,1489.9,0.554,0.4604,0.3497,STABLE
2026-06-01 02:05:00,stable,GOOD,1175.47,4195.34,3.912,1.399,159.64,3.078,136.42,23.409,20.072,1.894,7.709,1494.35,0.529,0.4616,0.3576,STABLE
2026-06-01 02:06:00,stable,GOOD,1172.58,4206.93,3.903,1.376,157.0,3.044,136.4,23.505,20.028,1.876,7.632,1489.31,0.529,0.4601,0.3526,STABLE
2026-06-01 02:07:00,stable,GOOD,1172.59,4225.43,3.916,1.399,157.13,3.097,137.26,23.785,20.097,1.897,7.852,1495.2,0.544,0.458,0.3572,STABLE
2026-06-01 02:08:00,stable,GOOD,1174.68,4226.96,3.957,1.388,159.1,3.066,140.39,23.431,20.118,1.954,7.678,1492.61,0.523,0.462,0.3509,STABLE
2026-06-01 02:09:00,stable,GOOD,1174.78,4199.54,3.926,1.417,157.81,3.08,138.65,23.647,20.051,1.946,7.505,1489.8,0.516,0.4589,0.361,STABLE
2026-06-01 02:10:00,stable,GOOD,1169.47,4201.56,3.938,1.367,158.19,3.089,139.78,23.403,19.993,1.93,7.581,1492.13,0.527,0.4607,0.3471,STABLE
2026-06-01 02:11:00,stable,GOOD,1169.83,4214.21,3.902,1.381,156.85,3.067,140.39,23.675,20.059,1.912,7.849,1490.23,0.545,0.4587,0.3539,STABLE
2026-06-01 02:12:00,stable,GOOD,1175.22,4195.83,3.922,1.382,157.51,3.059,139.18,23.378,20.061,1.908,7.675,1487.58,0.514,0.4618,0.3523,STABLE
2026-06-01 02:13:00,stable,GOOD,1171.08,4207.96,3.942,1.367,158.81,3.121,137.69,23.674,20.288,1.895,7.572,1494.64,0.52,0.4615,0.3468,STABLE
2026-06-01 02:14:00,stable,GOOD,1173.5,4207.32,3.906,1.378,157.77,3.103,141.15,23.741,19.924,1.886,7.868,1490.27,0.562,0.4563,0.3528,STABLE
2026-06-01 02:15:00,stable,GOOD,1175.26,4147.73,3.886,1.349,158.14,3.052,136.84,23.331,20.099,1.887,7.832,1487.9,0.52,0.4628,0.3472,STABLE
2026-06-01 02:16:00,stable,GOOD,1174.64,4194.78,3.935,1.399,158.77,3.109,137.12,23.622,19.992,1.877,7.818,1490.51,0.553,0.4584,0.3556,STABLE
2026-06-01 02:17:00,stable,GOOD,1168.67,4223.9,3.904,1.408,158.34,3.117,140.12,23.522,20.269,1.891,7.835,1488.78,0.522,0.4629,0.3608,STABLE
2026-06-01 02:18:00,stable,GOOD,1169.57,4204.86,3.87,1.4,157.79,3.041,140.82,23.536,20.244,1.856,7.628,1494.09,0.566,0.4624,0.3618,STABLE
2026-06-01 02:19:00,stable,GOOD,1171.03,4191.26,3.925,1.378,155.71,3.089,140.65,23.389,20.158,1.91,7.702,1490.35,0.535,0.4629,0.351,STABLE
2026-06-01 02:20:00,stable,GOOD,1179.39,4220.94,3.918,1.358,158.37,3.104,139.21,23.629,20.148,1.81,7.678,1493.03,0.54,0.4602,0.3467,STABLE
2026-06-01 02:21:00,stable,GOOD,1168.06,4208.69,3.889,1.384,156.49,3.064,140.07,23.617,20.156,1.876,7.822,1493.75,0.56,0.4605,0.3558,STABLE
2026-06-01 02:22:00,stable,GOOD,1171.37,4195.14,3.895,1.398,158.22,3.079,137.89,23.443,20.105,1.893,7.809,1493.69,0.535,0.4617,0.3589,STABLE
2026-06-01 02:23:00,stable,GOOD,1177.18,4207.0,3.888,1.386,157.24,3.04,138.26,23.371,20.092,1.878,7.852,1492.86,0.525,0.4623,0.3566,STABLE
2026-06-01 02:24:00,stable,GOOD,1169.89,4208.19,3.901,1.401,159.45,3.108,136.76,23.372,20.381,1.871,7.857,1489.88,0.525,0.4658,0.3592,STABLE
2026-06-01 02:25:00,stable,GOOD,1170.49,4188.55,3.906,1.402,156.87,3.08,136.04,23.552,20.168,1.885,7.889,1489.79,0.516,0.4613,0.359,STABLE
2026-06-01 02:26:00,stable,GOOD,1174.0,4237.83,3.935,1.368,157.76,3.104,137.21,23.346,20.11,1.918,7.834,1491.95,0.517,0.4628,0.3476,STABLE
2026-06-01 02:27:00,stable,GOOD,1171.78,4185.88,3.865,1.391,156.39,3.099,139.57,23.389,20.19,1.873,8.035,1492.12,0.561,0.4633,0.3598,STABLE
2026-06-01 02:28:00,stable,GOOD,1171.76,4235.51,3.887,1.385,156.3,3.071,135.41,23.468,20.371,1.87,7.613,1484.45,0.522,0.4647,0.3564,STABLE
2026-06-01 02:29:00,stable,GOOD,1175.16,4252.24,3.91,1.422,156.73,3.089,139.44,23.212,20.186,1.867,7.607,1488.86,0.52,0.4651,0.3637,STABLE
